2024-08-14 | 15:05:43.564 | DEBUG | passlib.utils.compat:__getattr__:449 | Thread 11848 | loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
IP: 127.0.0.1 | 2024-09-07 | 16:25:30.803 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:25:30.804 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:25:30.804 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:25:30.804 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:25:30.805 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:25:30.805 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:25:30.805 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
IP: 127.0.0.1 | 2024-09-07 | 16:25:30.806 | SUCCESS | root:success:13 | Thread 13836 | Данные успешно получены
IP: 127.0.0.1 | 2024-09-07 | 16:25:30.806 | SUCCESS | root:success:13 | Thread 13836 | Кредитная карта пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f получена успешно
IP: 127.0.0.1 | 2024-09-07 | 16:28:30.268 | INFO | root:get_cards:32 | Thread 13836 | Попытка получения кредитной карты пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f
IP: 127.0.0.1 | 2024-09-07 | 16:28:30.269 | DEBUG | aioredis:create_connection:110 | Thread 13836 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.323 | INFO | root:get_uzcard_id:103 | Thread 13836 | Redis успешно закрыт
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.324 | DEBUG | aioredis:_do_close:158 | Thread 13836 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.326 | DEBUG | httpx:load_ssl_context:80 | Thread 13836 | load_ssl_context verify=True cert=None trust_env=True http2=False
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.328 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 13836 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.484 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.513 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF6D110>
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.513 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000208DEDBF4A0> server_hostname='api.upay.uz' timeout=5.0
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.546 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF6D4D0>
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.547 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.547 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.547 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.548 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.548 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.669 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Sat, 07 Sep 2024 11:28:33 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.122.176'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.670 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.671 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.672 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.672 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.673 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.673 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.674 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.674 | SUCCESS | root:success:13 | Thread 13836 | Данные успешно получены
IP: 127.0.0.1 | 2024-09-07 | 16:28:32.674 | SUCCESS | root:success:13 | Thread 13836 | Кредитная карта пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f получена успешно
IP: 127.0.0.1 | 2024-09-07 | 16:28:57.478 | INFO | root:get_cards:32 | Thread 13836 | Попытка получения кредитной карты пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f
IP: 127.0.0.1 | 2024-09-07 | 16:28:57.478 | DEBUG | aioredis:create_connection:110 | Thread 13836 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.531 | INFO | root:get_uzcard_id:103 | Thread 13836 | Redis успешно закрыт
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.531 | DEBUG | aioredis:_do_close:158 | Thread 13836 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.532 | DEBUG | httpx:load_ssl_context:80 | Thread 13836 | load_ssl_context verify=True cert=None trust_env=True http2=False
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.533 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 13836 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.686 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.717 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF7C510>
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.717 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000208DEDBF2F0> server_hostname='api.upay.uz' timeout=5.0
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.747 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF7FD90>
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.747 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.748 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.748 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.748 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.748 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.856 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Sat, 07 Sep 2024 11:29:00 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.122.176'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.858 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.858 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.859 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.859 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.860 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.860 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.860 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.861 | SUCCESS | root:success:13 | Thread 13836 | Данные успешно получены
IP: 127.0.0.1 | 2024-09-07 | 16:28:59.861 | SUCCESS | root:success:13 | Thread 13836 | Кредитная карта пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f получена успешно
IP: 127.0.0.1 | 2024-09-07 | 16:29:44.162 | ERROR | root:get_api_key:163 | Thread 7160 | Вы забыли указать API_KEY
IP: 127.0.0.1 | 2024-09-07 | 16:30:36.451 | INFO | root:get_cards:32 | Thread 13836 | Попытка получения кредитной карты пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f
IP: 127.0.0.1 | 2024-09-07 | 16:30:36.451 | DEBUG | aioredis:create_connection:110 | Thread 13836 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.494 | INFO | root:get_uzcard_id:103 | Thread 13836 | Redis успешно закрыт
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.494 | DEBUG | aioredis:_do_close:158 | Thread 13836 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.495 | DEBUG | httpx:load_ssl_context:80 | Thread 13836 | load_ssl_context verify=True cert=None trust_env=True http2=False
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.496 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 13836 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.650 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.680 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF1D250>
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.682 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000208DEDBED50> server_hostname='api.upay.uz' timeout=5.0
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.713 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEDD0290>
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.713 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.714 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.714 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.714 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.714 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.856 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Sat, 07 Sep 2024 11:30:39 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.122.176'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.856 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.856 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.856 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.857 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.857 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.857 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.858 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.858 | SUCCESS | root:success:13 | Thread 13836 | Данные успешно получены
IP: 127.0.0.1 | 2024-09-07 | 16:30:38.858 | SUCCESS | root:success:13 | Thread 13836 | Кредитная карта пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f получена успешно
IP: 127.0.0.1 | 2024-09-07 | 16:30:51.653 | INFO | root:get_cards:32 | Thread 13836 | Попытка получения кредитной карты пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f
IP: 127.0.0.1 | 2024-09-07 | 16:30:51.653 | DEBUG | aioredis:create_connection:110 | Thread 13836 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.705 | INFO | root:get_uzcard_id:103 | Thread 13836 | Redis успешно закрыт
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.707 | DEBUG | aioredis:_do_close:158 | Thread 13836 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.707 | DEBUG | httpx:load_ssl_context:80 | Thread 13836 | load_ssl_context verify=True cert=None trust_env=True http2=False
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.708 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 13836 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.855 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.886 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DED96810>
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.887 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000208DEDBF530> server_hostname='api.upay.uz' timeout=5.0
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.919 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF8E010>
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.920 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.921 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.922 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.922 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:53.923 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.048 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Sat, 07 Sep 2024 11:30:54 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.122.176'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.049 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.050 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.050 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.051 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.051 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.051 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.052 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.052 | SUCCESS | root:success:13 | Thread 13836 | Данные успешно получены
IP: 127.0.0.1 | 2024-09-07 | 16:30:54.053 | SUCCESS | root:success:13 | Thread 13836 | Кредитная карта пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f получена успешно
IP: 127.0.0.1 | 2024-09-07 | 16:31:21.998 | INFO | root:get_cards:32 | Thread 13836 | Попытка получения кредитной карты пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f
IP: 127.0.0.1 | 2024-09-07 | 16:31:21.998 | DEBUG | aioredis:create_connection:110 | Thread 13836 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.049 | INFO | root:get_uzcard_id:103 | Thread 13836 | Redis успешно закрыт
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.051 | DEBUG | aioredis:_do_close:158 | Thread 13836 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.051 | DEBUG | httpx:load_ssl_context:80 | Thread 13836 | load_ssl_context verify=True cert=None trust_env=True http2=False
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.051 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 13836 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.198 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.228 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF8E190>
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.228 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000208DEDBFAD0> server_hostname='api.upay.uz' timeout=5.0
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.260 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF8F8D0>
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.262 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.262 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.complete
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.262 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.263 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.263 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.389 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Sat, 07 Sep 2024 11:31:24 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.122.176'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.392 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.392 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.393 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.393 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.393 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.393 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.393 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
